form_slp1	form_iast	root_slp1	root_iast	support	sources
nuqAgamo	nuḍāgamo	DAY	dhāñ	1	krm-body
nusAreRa	nusāreṇa	bfha	bṛha	1	krm-body
nuti	nuti	nu	nu	1	pwg
nutti	nutti	nud	nud	1	pwg
nuttiH	nuttiḥ	Ruda	ṇuda	1	krm-body
nuttvA	nuttvā	Ruda	ṇuda	2	krm-body
nutvA	nutvā	Ru	ṇu	2	krm-body
nuvaH	nuvaḥ	RU	ṇū	1	krm-body
nuvadanti	nuvadanti	raRa	raṇa	1	krm-body
nuvanIyam	nuvanīyam	RU	ṇū	1	krm-body
nuvanam	nuvanam	RU	ṇū	1	krm-body
nuvftteH	nuvṛtteḥ	viSa	viśa	1	krm-body
nuvitA	nuvitā	RU	ṇū	1	krm-body
nuvitavyam	nuvitavyam	RU	ṇū	1	krm-body
nuvizyan	nuviṣyan	RU	ṇū	1	krm-body
nyADA	nyādhā	DA	dhā	1	mw
nyADf	nyādhṛ	Df	dhṛ	1	mw
nyAda	nyāda	ad	ad	1	pwg
nyAdaH	nyādaḥ	ada	ada	2	krm-body
nyAdru	nyādru	dru	dru	1	mw
nyAgam	nyāgam	gam	gam	1	mw
nyAkf	nyākṛ	kf	kṛ	1	mw
nyAsAdigranTasaMvAdapurassaraM	nyāsādigranthasaṃvādapurassaraṃ	luRWa	luṇṭha	1	krm-body
nyAsAdizu	nyāsādiṣu	ruha	ruha	1	krm-body
nyAsIkf	nyāsīkṛ	kf	kṛ	1	mw
nyAsad	nyāsad	sad	sad	1	mw
nyAsakArAdInAM	nyāsakārādīnāṃ	tfpa	tṛpa	1	krm-body
nyAsakArAtreyAByAm	nyāsakārātreyābhyām	sf	sṛ	1	krm-body
nyAsakAra	nyāsakāra	zWivu	ṣṭhivu	1	krm-body
nyAsakAraDAtuvfttikArAdayaH	nyāsakāradhātuvṛttikārādayaḥ	kfza	kṛṣa	1	krm-body
nyAsapada	nyāsapada	SIN	śīṅ	1	krm-body
nyAsapadamaYjaryAdiviroDAdupekzyam	nyāsapadamañjaryādivirodhādupekṣyam	zwana	ṣṭana	1	krm-body
nyAsapadamaYjaryoH	nyāsapadamañjaryoḥ	luwi	luṭi	1	krm-body
nyAsin	nyāsin	as	as	1	pwg
nyAsoktirihAvaDAryA	nyāsoktirihāvadhāryā	rama	rama	1	krm-body
nyAvft	nyāvṛt	vft	vṛt	1	mw
nyAviS	nyāviś	viS	viś	1	mw
nyAvyaD	nyāvyadh	vyaD	vyadh	1	mw
nyAyASrayaRe	nyāyāśrayaṇe	patx	patḷ	1	krm-body
nyAyASrayaRena	nyāyāśrayaṇena	patx	patḷ	1	krm-body
nyAyAnusaraRe	nyāyānusaraṇe	masjo	masjo	1	krm-body
nyAyApavAdena	nyāyāpavādena	vada	vada	1	krm-body
nyAya	nyāya	i	i	1	pwg,vcp
nyAyakusumAYjaliH	nyāyakusumāñjaliḥ	yama	yama	1	krm-body
nyAyam	nyāyam	vada	vada	1	krm-body
nyAyamASritya	nyāyamāśritya	KyA	khyā	1	krm-body
nyAyasUtram	nyāyasūtram	taqi	taḍi	1	krm-body
nyAye	nyāye	ada	ada	1	krm-body
nyAyenAtra	nyāyenātra	BAsf	bhāsṛ	1	krm-body
nyAyyamityalam	nyāyyamityalam	yasu	yasu	1	krm-body
nyAyyatvAdetanna	nyāyyatvādetanna	Suka	śuka	1	krm-body
nyUnIBavanaM	nyūnībhavanaṃ	jri	jri	1	krm-body
nyUnIkaraRam	nyūnīkaraṇam	jri	jri	1	krm-body
nyUnIkf	nyūnīkṛ	kf	kṛ	1	mw
nyaDAttAm	nyadhāttām	SIN	śīṅ	1	krm-body
nyaN	nyaṅ	ancu	ancu	1	krm-body
nyaNgam	nyaṅgam	dyE	dyai	1	krm-body
nyaNgaviDAne	nyaṅgavidhāne	dyE	dyai	1	krm-body
nyaNkvAdO	nyaṅkvādau	daGa	dagha	1	krm-body
nyaNkvAdipAWAt	nyaṅkvādipāṭhāt	paci	paci	1	krm-body
nyaNkvAditvaM	nyaṅkvāditvaṃ	Suca	śuca	1	krm-body
nyaYc	nyañc	BU	bhū	1	mw,pw
nyaYcastaM	nyañcastaṃ	ancu	ancu	2	krm-body
nyagAdIt	nyagādīt	Ruda	ṇuda	1	krm-body
nyagBAva	nyagbhāva	ni	ni	2	pw,pwg
nyagBAvanam	nyagbhāvanam	lI	lī	1	krm-body
nyagroDaH	nyagrodhaḥ	ruha	ruha	2	krm-body
nyak	nyak	ruha	ruha	1	krm-body
nyakkftyetyarTaH	nyakkṛtyetyarthaḥ	lI	lī	1	krm-body
nyakzipadASu	nyakṣipadāśu	Ikza	īkṣa	1	krm-body
nyapi	nyapi	masI	masī	1	krm-body
nyas	nyas	as	as	1	mw
nyasana	nyasana	as	as	1	pwg
nyavApsuH	nyavāpsuḥ	vap	vap	1	krm-body
nyavacar	nyavacar	car	car	1	mw
nyavasfj	nyavasṛj	sfj	sṛj	1	mw
nyavekz	nyavekṣ	Ikz	īkṣ	1	mw
nyazeDIt	nyaṣedhīt	ejf	ejṛ	1	krm-body
nye	nye	i	i	1	mw
nyej	nyej	ej	ej	1	mw
nyer	nyer	Ir	īr	1	mw
nyf	nyṛ	f	ṛ	1	mw
nyfz	nyṛṣ	fz	ṛṣ	1	mw
nyocanI	nyocanī	uc	uc	1	pwg
nyokaH	nyokaḥ	uca	uca	1	krm-body
nyokas	nyokas	uc	uc	1	pwg
nyuB	nyubh	uB	ubh	1	mw
nyubjaH	nyubjaḥ	ubja	ubja	1	krm-body
nyuc	nyuc	uc	uc	1	mw
nyud	nyud	ud	ud	1	mw
nyuz	nyuṣ	uz	uṣ	1	mw
o	o	u	u	1	mw
oBaH	obhaḥ	uBa	ubha	3	krm-body
oBam	obham	uBa	ubha	2	krm-body
oBanA	obhanā	uBa	ubha	1	krm-body
oBanIyam	obhanīyam	uBa	ubha	2	krm-body
oBanam	obhanam	uBa	ubha	2	krm-body
oBayamAnaH	obhayamānaḥ	uBa	ubha	1	krm-body
oBayitavyam	obhayitavyam	uBa	ubha	1	krm-body
oBayitum	obhayitum	uBa	ubha	1	krm-body
oBayitvA	obhayitvā	uBa	ubha	2	krm-body
oBayizyamARaH	obhayiṣyamāṇaḥ	uBa	ubha	1	krm-body
oBitavyam	obhitavyam	uBa	ubha	1	krm-body
oBitum	obhitum	uBa	ubha	1	krm-body
oBitvA	obhitvā	uBa	ubha	2	krm-body
oByam	obhyam	uBa	ubha	2	krm-body
oByamAnaH	obhyamānaḥ	uBa	ubha	1	krm-body
oGa	ogha	vah	vah	1	pwg
oKitam	okhitam	uKa	ukha	1	krm-body
oKyamAnaH	okhyamānaḥ	oKf	okhṛ	2	krm-body
oQa	oḍha	vah	vah	3	mw,pw,pwg
oRerfditkaraRAt	oṇerṛditkaraṇāt	iza	iṣa	1	krm-body
oRi	oṇi	oR	oṇ	1	pwg
obiBayizuH	obibhayiṣuḥ	uBa	ubha	1	krm-body
obiBizA	obibhiṣā	uBa	ubha	1	krm-body
obiBizaH	obibhiṣaḥ	uBa	ubha	1	krm-body
obiBizaRIyam	obibhiṣaṇīyam	uBa	ubha	1	krm-body
obiBizaRam	obibhiṣaṇam	uBa	ubha	1	krm-body
obiBizam	obibhiṣam	uBa	ubha	1	krm-body
obiBizitavyam	obibhiṣitavyam	uBa	ubha	1	krm-body
obiBizitum	obibhiṣitum	uBa	ubha	1	krm-body
obiBizitvA	obibhiṣitvā	uBa	ubha	2	krm-body
obiBizuH	obibhiṣuḥ	uBa	ubha	1	krm-body
obiBizyam	obibhiṣyam	uBa	ubha	1	krm-body
obiBizyamARaH	obibhiṣyamāṇaḥ	uBa	ubha	1	krm-body
ocam	ocam	uca	uca	2	krm-body
ocanA	ocanā	uca	uca	1	krm-body
ocanIyam	ocanīyam	uca	uca	2	krm-body
ocanam	ocanam	uca	uca	2	krm-body
ocayamAnaH	ocayamānaḥ	uca	uca	1	krm-body
ocayitavyam	ocayitavyam	uca	uca	1	krm-body
ocayitum	ocayitum	uca	uca	1	krm-body
ocayitvA	ocayitvā	uca	uca	2	krm-body
ocayizyamARaH	ocayiṣyamāṇaḥ	uca	uca	1	krm-body
ocicayizA	ocicayiṣā	uca	uca	1	krm-body
ocicayizuH	ocicayiṣuḥ	uca	uca	1	krm-body
ocicizA	ociciṣā	uca	uca	1	krm-body
ocicizaH	ociciṣaḥ	uca	uca	1	krm-body
ocicizaRIyam	ociciṣaṇīyam	uca	uca	1	krm-body
ocicizaRam	ociciṣaṇam	uca	uca	1	krm-body
ocicizam	ociciṣam	uca	uca	1	krm-body
ocicizitavyam	ociciṣitavyam	uca	uca	1	krm-body
ocicizitum	ociciṣitum	uca	uca	1	krm-body
ocicizitvA	ociciṣitvā	uca	uca	2	krm-body
ocicizuH	ociciṣuḥ	uca	uca	1	krm-body
ocicizyam	ociciṣyam	uca	uca	1	krm-body
ocicizyamARaH	ociciṣyamāṇaḥ	uca	uca	1	krm-body
ocitavyam	ocitavyam	uca	uca	1	krm-body
ocitum	ocitum	uca	uca	1	krm-body
ocitvA	ocitvā	uca	uca	2	krm-body
ocyam	ocyam	uca	uca	2	krm-body
ocyamAnaH	ocyamānaḥ	uca	uca	1	krm-body
odana	odana	ud	ud	1	pwg
odanam	odanam	undI	undī	1	krm-body
odatI	odatī	ud	ud	1	pwg
odittvAtideSAt	odittvātideśāt	qIN	ḍīṅ	1	krm-body
odittvamAtideSikam	odittvamātideśikam	rIN	rīṅ	1	krm-body
odittvasyAtideSAt	odittvasyātideśāt	dUN	dūṅ	1	krm-body
odittvena	odittvena	sPUrjA	sphūrjā	1	krm-body
odma	odma	undI	undī	2	krm-body,pwg
oha	oha	vah	vah	1	mw
ohaH	ohaḥ	uhir	uhir	3	krm-body
oham	oham	uhir	uhir	2	krm-body
ohanA	ohanā	uhir	uhir	1	krm-body
ohanIyam	ohanīyam	uhir	uhir	2	krm-body
ohanam	ohanam	uhir	uhir	2	krm-body
ohayamAnaH	ohayamānaḥ	uhir	uhir	1	krm-body
ohayitavyam	ohayitavyam	uhir	uhir	1	krm-body
ohayitum	ohayitum	uhir	uhir	1	krm-body
ohayitvA	ohayitvā	uhir	uhir	2	krm-body
ohayizyamARaH	ohayiṣyamāṇaḥ	uhir	uhir	1	krm-body
ohitam	ohitam	uhir	uhir	1	krm-body
ohitavyam	ohitavyam	uhir	uhir	1	krm-body
ohitum	ohitum	uhir	uhir	1	krm-body
ohitvA	ohitvā	uhir	uhir	2	krm-body
ohizyan	ohiṣyan	uhir	uhir	1	krm-body
ohyam	ohyam	uhir	uhir	2	krm-body
ohyamAnaH	ohyamānaḥ	uhir	uhir	1	krm-body
ojihayizA	ojihayiṣā	uhir	uhir	1	krm-body
ojihayizuH	ojihayiṣuḥ	uhir	uhir	1	krm-body
ojihizA	ojihiṣā	uhir	uhir	1	krm-body
ojihizaH	ojihiṣaḥ	uhir	uhir	1	krm-body
ojihizaRIyam	ojihiṣaṇīyam	uhir	uhir	1	krm-body
ojihizaRam	ojihiṣaṇam	uhir	uhir	1	krm-body
ojihizam	ojihiṣam	uhir	uhir	1	krm-body
ojihizitavyam	ojihiṣitavyam	uhir	uhir	1	krm-body
ojihizitum	ojihiṣitum	uhir	uhir	1	krm-body
ojihizitvA	ojihiṣitvā	uhir	uhir	2	krm-body
ojihizuH	ojihiṣuḥ	uhir	uhir	1	krm-body
ojihizyam	ojihiṣyam	uhir	uhir	1	krm-body
ojihizyamARaH	ojihiṣyamāṇaḥ	uhir	uhir	1	krm-body
okArasya	okārasya	Co	cho	1	krm-body
okAre	okāre	vaha	vaha	1	krm-body
okArettvapakze	okārettvapakṣe	laqi	laḍi	1	krm-body
okAro	okāro	laqi	laḍi	2	krm-body
okaH	okaḥ	uca	uca	4	krm-body
okas	okas	uc	uc	1	pwg
okasI	okasī	uca	uca	1	krm-body
okivaMs	okivaṃs	uc	uc	1	pwg
okz	okṣ	ukz	ukṣ	1	mw
olaH	olaḥ	pawa	paṭa	1	krm-body
olaRqaH	olaṇḍaḥ	olaqi	olaḍi	2	krm-body
olaRqaka	olaṇḍaka	laqi	laḍi	1	krm-body
olaRqam	olaṇḍam	olaqi	olaḍi	1	krm-body
olaRqanA	olaṇḍanā	olaqi	olaḍi	1	krm-body
olaRqanIyam	olaṇḍanīyam	olaqi	olaḍi	1	krm-body
olaRqanam	olaṇḍanam	olaqi	olaḍi	1	krm-body
olaRqayamAnaH	olaṇḍayamānaḥ	olaqi	olaḍi	1	krm-body
olaRqayitavyam	olaṇḍayitavyam	olaqi	olaḍi	1	krm-body
olaRqayitum	olaṇḍayitum	olaqi	olaḍi	1	krm-body
olaRqayitvA	olaṇḍayitvā	olaqi	olaḍi	2	krm-body
olaRqayizyamARaH	olaṇḍayiṣyamāṇaḥ	olaqi	olaḍi	1	krm-body
olaRqitaH	olaṇḍitaḥ	olaqi	olaḍi	1	krm-body
olaRqyam	olaṇḍyam	olaqi	olaḍi	1	krm-body
olaRqyamAnaH	olaṇḍyamānaḥ	olaqi	olaḍi	1	krm-body
olilaRqayizA	olilaṇḍayiṣā	olaqi	olaḍi	1	krm-body
olilaRqayizaH	olilaṇḍayiṣaḥ	olaqi	olaḍi	1	krm-body
olilaRqayizaRIyam	olilaṇḍayiṣaṇīyam	olaqi	olaḍi	1	krm-body
olilaRqayizaRam	olilaṇḍayiṣaṇam	olaqi	olaḍi	1	krm-body
olilaRqayizam	olilaṇḍayiṣam	olaqi	olaḍi	1	krm-body
olilaRqayizamARaH	olilaṇḍayiṣamāṇaḥ	olaqi	olaḍi	1	krm-body
olilaRqayizitavyam	olilaṇḍayiṣitavyam	olaqi	olaḍi	1	krm-body
olilaRqayizitum	olilaṇḍayiṣitum	olaqi	olaḍi	1	krm-body
olilaRqayizitvA	olilaṇḍayiṣitvā	olaqi	olaḍi	2	krm-body
olilaRqayizizyamARaH	olilaṇḍayiṣiṣyamāṇaḥ	olaqi	olaḍi	1	krm-body
olilaRqayizuH	olilaṇḍayiṣuḥ	olaqi	olaḍi	1	krm-body
olilaRqayizyam	olilaṇḍayiṣyam	olaqi	olaḍi	1	krm-body
olilaRqayizyamARaH	olilaṇḍayiṣyamāṇaḥ	olaqi	olaḍi	1	krm-body
om	om	om	om	1	pwg
oman	oman	av	av	1	pwg
omanvant	omanvant	av	av	1	pwg
omiti	omiti	zu	ṣu	1	krm-body
oniBayizA	onibhayiṣā	uBa	ubha	1	krm-body
opadru	opadru	dru	dru	1	mw
opya	opya	vap	vap	2	mw,pw
orappratyaya	orappratyaya	BU	bhū	1	krm-body
orapratyaye	orapratyaye	kaWa	kaṭha	1	krm-body
otuH	otuḥ	ava	ava	1	krm-body
ozWa	oṣṭha	sTA	sthā	1	pwg
ozWyAdiSca	oṣṭhyādiśca	vyuza	vyuṣa	1	krm-body
ozWyAdirayaM	oṣṭhyādirayaṃ	bAqf	bāḍṛ	1	krm-body
ozWyapUrvasya	oṣṭhyapūrvasya	hvf	hvṛ	1	krm-body
oza	oṣa	uz	uṣ	1	pwg
ozaDi	oṣadhi	RIla	ṇīla	1	krm-body
ozaDimUlikAviSezaH	oṣadhimūlikāviśeṣaḥ	SuWi	śuṭhi	1	krm-body
ozaH	oṣaḥ	uza	uṣa	3	krm-body
ozaRA	oṣaṇā	uza	uṣa	1	krm-body
ozaRIyam	oṣaṇīyam	uza	uṣa	2	krm-body
ozaRam	oṣaṇam	uza	uṣa	2	krm-body
ozadaSva	oṣadaśva	uz	uṣ	1	pwg
ozayamARaH	oṣayamāṇaḥ	uza	uṣa	1	krm-body
ozayitavyam	oṣayitavyam	uza	uṣa	1	krm-body
ozayitum	oṣayitum	uza	uṣa	1	krm-body
ozayitvA	oṣayitvā	uza	uṣa	2	krm-body
ozayizyamARaH	oṣayiṣyamāṇaḥ	uza	uṣa	1	krm-body
ozitam	oṣitam	uza	uṣa	1	krm-body
ozitavyam	oṣitavyam	uza	uṣa	1	krm-body
ozitum	oṣitum	uza	uṣa	1	krm-body
ozitvA	oṣitvā	uza	uṣa	2	krm-body
ozizayizA	oṣiṣayiṣā	uza	uṣa	1	krm-body
ozizayizuH	oṣiṣayiṣuḥ	uza	uṣa	1	krm-body
ozizizA	oṣiṣiṣā	uza	uṣa	1	krm-body
ozizizaH	oṣiṣiṣaḥ	uza	uṣa	1	krm-body
ozizizaRIyam	oṣiṣiṣaṇīyam	uza	uṣa	1	krm-body
ozizizaRam	oṣiṣiṣaṇam	uza	uṣa	1	krm-body
ozizizam	oṣiṣiṣam	uza	uṣa	1	krm-body
ozizizitavyam	oṣiṣiṣitavyam	uza	uṣa	1	krm-body
ozizizitum	oṣiṣiṣitum	uza	uṣa	1	krm-body
ozizizitvA	oṣiṣiṣitvā	uza	uṣa	2	krm-body
ozizizuH	oṣiṣiṣuḥ	uza	uṣa	1	krm-body
ozizizyam	oṣiṣiṣyam	uza	uṣa	1	krm-body
ozizizyamARaH	oṣiṣiṣyamāṇaḥ	uza	uṣa	1	krm-body
ozwrAvin	oṣṭrāvin	uza	uṣa	1	vcp
ozyam	oṣyam	uza	uṣa	2	krm-body
ozyamARaH	oṣyamāṇaḥ	uza	uṣa	1	krm-body
pA	pā	pA	pā	3	krm
pADAtorasya	pādhātorasya	pE	pai	1	krm-body
pAGawitAni	pāghaṭitāni	Kanu	khanu	1	krm-body
pAGrA	pāghrā	pA	pā	1	krm-body
pAGrADmAsTAmnAdAR	pāghrādhmāsthāmnādāṇ	GrA	ghrā	1	krm-body
pAGrADmAsTAmnAdARdfSyarti	pāghrādhmāsthāmnādāṇdṛśyarti	f	ṛ	1	krm-body
pAGrADmAsTAmnAdARdfSyarttisartti	pāghrādhmāsthāmnādāṇdṛśyarttisartti	sf	sṛ	1	krm-body
pAMSuH	pāṃśuḥ	paSa	paśa	2	krm-body
pAMsuH	pāṃsuḥ	pasi	pasi	1	krm-body
pARAvaBiDeye	pāṇāvabhidheye	Buja	bhuja	1	krm-body
pARAvupapIqaM	pāṇāvupapīḍaṃ	pIqa	pīḍa	1	krm-body
pARO	pāṇau	sfja	sṛja	2	krm-body
pARam	pāṇam	paRa	paṇa	2	krm-body
pARayaH	pāṇayaḥ	DmA	dhmā	2	krm-body
pARayitvA	pāṇayitvā	paRa	paṇa	1	krm-body
pARayizyamARaH	pāṇayiṣyamāṇaḥ	paRa	paṇa	1	krm-body
pARi	pāṇi	paR	paṇ	1	mw
pARiBirdfSaH	pāṇibhirdṛśaḥ	kFta	kṝta	1	krm-body
pARiByAM	pāṇibhyāṃ	sfja	sṛja	2	krm-body
pARiGAtaH	pāṇighātaḥ	hana	hana	1	skd
pARiH	pāṇiḥ	paRa	paṇa	2	krm-body
pARigfhItA	pāṇigṛhītā	graha	graha	1	krm-body
pARigfhItI	pāṇigṛhītī	graha	graha	1	krm-body
pARigrahaRamiti	pāṇigrahaṇamiti	yama	yama	1	krm-body
pARika	pāṇika	paRa	paṇa	2	pw,pwg
pARinDamASca	pāṇindhamāśca	madI	madī	1	krm-body
pARinDamaH	pāṇindhamaḥ	DmA	dhmā	2	krm-body
pARinIyAH	pāṇinīyāḥ	mlecCa	mleccha	1	krm-body
pARinIyaDAtupAWa	pāṇinīyadhātupāṭha	tuqf	tuḍṛ	1	krm-body
pARinIyaDAtupAWamamIkzAyAm	pāṇinīyadhātupāṭhamamīkṣāyām	valha	valha	1	krm-body
pARinIyaDAtupAWasamIkzA	pāṇinīyadhātupāṭhasamīkṣā	rakza	rakṣa	1	krm-body
pARinIyaDAtupAWasamIkzAyAmupAttam	pāṇinīyadhātupāṭhasamīkṣāyāmupāttam	varha	varha	1	krm-body
pARinIyam	pāṇinīyam	Sramu	śramu	1	krm-body
pARinerBAgineyaH	pāṇinerbhāgineyaḥ	aqa	aḍa	1	krm-body
pARiniDAtupAWasamIkzA	pāṇinidhātupāṭhasamīkṣā	yOwf	yauṭṛ	1	krm-body
pARinikartfkaprATamikajYAnavizayo	pāṇinikartṛkaprāthamikajñānaviṣayo	jYA	jñā	1	krm-body
pARinimate	pāṇinimate	dala	dala	1	krm-body
pARinisammatiratra	pāṇinisammatiratra	raRa	raṇa	1	krm-body
pARinistu	pāṇinistu	vevIN	vevīṅ	1	krm-body
pARinopapIqaM	pāṇinopapīḍaṃ	pIqa	pīḍa	1	krm-body
pARinyupajYaM	pāṇinyupajñaṃ	jYA	jñā	1	krm-body
pARipadena	pāṇipadena	DmA	dhmā	1	krm-body
pARiruhAn	pāṇiruhān	ruha	ruha	1	krm-body
pARiruhaH	pāṇiruhaḥ	ruha	ruha	1	krm-body
pARisargyA	pāṇisargyā	sfja	sṛja	4	krm-body
pARivAdaH	pāṇivādaḥ	vad	vad	1	skd
pARqurIkaraRakf	pāṇḍurīkaraṇakṛ	kf	kṛ	1	mw
pARqurapi	pāṇḍurapi	cara	cara	1	krm-body
pARyAdizu	pāṇyādiṣu	ruha	ruha	1	krm-body
pARya	pāṇya	paR	paṇ	2	pw,pwg
pARyam	pāṇyam	paRa	paṇa	2	krm-body
pARyupapIqaM	pāṇyupapīḍaṃ	pIqa	pīḍa	1	krm-body
pASaH	pāśaḥ	paSa	paśa	4	ap,krm-body
pASam	pāśam	paSa	paśa	2	krm-body
pASanA	pāśanā	paSa	paśa	1	krm-body
pASanIyam	pāśanīyam	paSa	paśa	1	krm-body
pASana	pāśana	pASi	pāśi	1	vcp
pASanam	pāśanam	paSa	paśa	1	krm-body
pASaviSezaH	pāśaviśeṣaḥ	miTf	mithṛ	1	krm-body
pASayamAnaH	pāśayamānaḥ	paSa	paśa	1	krm-body
pASayitavyam	pāśayitavyam	paSa	paśa	1	krm-body
pASayitum	pāśayitum	paSa	paśa	1	krm-body
pASayitvA	pāśayitvā	paSa	paśa	2	krm-body
pASayizyamARaH	pāśayiṣyamāṇaḥ	paSa	paśa	1	krm-body
pAScAtyEH	pāścātyaiḥ	mila	mila	1	krm-body
pASitaH	pāśitaḥ	paSa	paśa	1	krm-body
pASitavAn	pāśitavān	paSa	paśa	1	krm-body
pASyam	pāśyam	paSa	paśa	2	krm-body
pASyamAnaH	pāśyamānaḥ	paSa	paśa	1	krm-body
pATam	pātham	paTe	pathe	2	krm-body
pATanA	pāthanā	paTe	pathe	1	krm-body
pATanIyam	pāthanīyam	paTe	pathe	1	krm-body
pATanam	pāthanam	paTe	pathe	1	krm-body
pATayamAnaH	pāthayamānaḥ	paTe	pathe	1	krm-body
pATayitavyam	pāthayitavyam	paTe	pathe	1	krm-body
pATayitum	pāthayitum	paTe	pathe	1	krm-body
pATayitvA	pāthayitvā	paTe	pathe	2	krm-body
pATayizyamARaH	pāthayiṣyamāṇaḥ	paTe	pathe	1	krm-body
pATeya	pātheya	paTi	pathi	1	pwg
pATeyam	pātheyam	Samu	śamu	1	krm-body
pATitaH	pāthitaḥ	paTe	pathe	1	krm-body
pATyam	pāthyam	paTe	pathe	2	krm-body
pATyamAnaH	pāthyamānaḥ	paTe	pathe	1	krm-body
pAWABAvARRyante	pāṭhābhāvāṇṇyante	dasu	dasu	1	krm-body
pAWABAvAdicCAmAtram	pāṭhābhāvādicchāmātram	dyu	dyu	1	krm-body
pAWABAvAt	pāṭhābhāvāt	dala	dala	1	krm-body
pAWASca	pāṭhāśca	Sasi	śasi	1	krm-body
pAWASrayaRena	pāṭhāśrayaṇena	pada	pada	1	krm-body
pAWAdUhyAH	pāṭhādūhyāḥ	miza	miṣa	1	krm-body
pAWAdaN	pāṭhādaṅ	guDa	gudha	1	krm-body
pAWAdallopasya	pāṭhādallopasya	caha	caha	1	krm-body
pAWAdaniwtvam	pāṭhādaniṭtvam	vaca	vaca	1	krm-body
pAWAdasmABirayaM	pāṭhādasmābhirayaṃ	muza	muṣa	1	krm-body
pAWAdasya	pāṭhādasya	ruha	ruha	1	krm-body
pAWAdavya	pāṭhādavya	juzI	juṣī	1	krm-body
pAWAdeva	pāṭhādeva	maqi	maḍi	1	krm-body
pAWAnmittvena	pāṭhānmittvena	Dvana	dhvana	1	krm-body
pAWAnnityaM	pāṭhānnityaṃ	jvala	jvala	1	krm-body
pAWAnnizWAyAmaniwtvamiti	pāṭhānniṣṭhāyāmaniṭtvamiti	busa	busa	1	krm-body
pAWAnta	pāṭhānta	glezf	gleṣṛ	1	krm-body
pAWAntaraM	pāṭhāntaraṃ	tapa	tapa	1	krm-body
pAWAntaramapyAha	pāṭhāntaramapyāha	musa	musa	1	krm-body
pAWAntaramasya	pāṭhāntaramasya	maTe	mathe	1	krm-body
pAWAntaramidaM	pāṭhāntaramidaṃ	pfji	pṛji	1	krm-body
pAWAntaramidamiti	pāṭhāntaramidamiti	sPiwa	sphiṭa	1	krm-body
pAWAntaramidamityanye	pāṭhāntaramidamityanye	gadi	gadi	1	krm-body
pAWAntaramiti	pāṭhāntaramiti	vfka	vṛka	1	krm-body
pAWAntaratvenAhuH	pāṭhāntaratvenāhuḥ	marca	marca	1	krm-body
pAWAntaratvena	pāṭhāntaratvena	mila	mila	1	krm-body
pAWaBeda	pāṭhabheda	Basa	bhasa	1	krm-body
pAWaPalaM	pāṭhaphalaṃ	Ruda	ṇuda	1	krm-body
pAWabalAd	pāṭhabalād	vicCa	viccha	1	krm-body
pAWadarSanAt	pāṭhadarśanāt	BUza	bhūṣa	1	krm-body
pAWamAdftavAn	pāṭhamādṛtavān	ruWa	ruṭha	1	krm-body
pAWamAdftyEvamatra	pāṭhamādṛtyaivamatra	bazka	baṣka	1	krm-body
pAWamAdftya	pāṭhamādṛtya	Svasa	śvasa	1	krm-body
pAWamanumene	pāṭhamanumene	tfpa	tṛpa	1	krm-body
pAWamanusftya	pāṭhamanusṛtya	kzipa	kṣipa	1	krm-body
pAWamavalabmya	pāṭhamavalabmya	dasi	dasi	1	krm-body
pAWamavalambya	pāṭhamavalambya	jaBi	jabhi	1	krm-body
pAWamedaH	pāṭhamedaḥ	kzala	kṣala	1	krm-body
pAWana	pāṭhana	paW	paṭh	1	pwg,vcp
pAWanirRaye	pāṭhanirṇaye	Sapa	śapa	1	krm-body
pAWasso	pāṭhasso	suKa	sukha	1	krm-body
pAWastaraNgiRyAm	pāṭhastaraṅgiṇyām	SUza	śūṣa	1	krm-body
pAWasyEvAnukUlA	pāṭhasyaivānukūlā	takza	takṣa	1	krm-body
pAWasyopalamBAt	pāṭhasyopalambhāt	yOwf	yauṭṛ	1	krm-body
pAWat	pāṭhat	kfza	kṛṣa	1	krm-body
pAWin	pāṭhin	paW	paṭh	1	pwg
pAWya	pāṭhya	paW	paṭh	1	pwg
pAWyate	pāṭhyate	maqi	maḍi	1	krm-body
pAcaka	pācaka	pac	pac	1	pwg
pAcakaH	pācakaḥ	sUd	sūd	1	krm-body
pAcala	pācala	pac	pac	1	pwg
pAcana	pācana	pAcayati	pācayati	2	ap,apte,pwg,vcp
pAcanaM	pācanaṃ	pac	pac	1	skd
pAcanakaH	pācanakaḥ	paca	paca	1	skd
pAcayitar	pācayitar	pac	pac	2	pw,pwg
pAcikA	pācikā	Buja	bhuja	1	krm-body
pAcya	pācya	pac	pac	1	pwg
pAdAvikaH	pādāvikaḥ	rakzaRe	rakṣaṇe	1	skd
pAdEScakxpe	pādaiścakḷpe	pada	pada	1	krm-body
pAdUH	pādūḥ	pada	pada	2	krm-body
pAdaH	pādaḥ	pada	pada	6	krm-body,skd
pAdabanDanaM	pādabandhanaṃ	banDa	bandha	1	skd
pAdagrahaRaM	pādagrahaṇaṃ	graha	graha	1	skd
pAdam	pādam	pada	pada	2	krm-body
pAdamUla	pādamūla	pat	pat	1	mw
pAdamyANyamANyasaparimuharucinftivada	pādamyāṅyamāṅyasaparimuharucinṛtivada	vada	vada	1	krm-body
pAdamyANyama	pādamyāṅyama	yama	yama	1	krm-body
pAdanA	pādanā	pada	pada	1	krm-body
