mw_L	e	k1_slp1	root_iast	verb_type	classes	whitney_anchor	westergaard
165355	1	muw	muṭ	root	1,6,10P	muw,123	1
165358	1	muq	muḍ	root	1P		1
165359	1	muR	muṇ	root	6P		1
165360	1	muRw	muṇṭ	root	1P		1
165361	1	muRW	muṇṭh	root	1Ā		1
165362	1	muRq	muṇḍ	root	1P,1Ā		1
165449	1	mud	mud	root	10P		1
165450	1	mud	mud	genuineroot	1Ā,1P	mud,123	1
165697	1	mur	mur	root	6P		1
165763	1	murC	murch	genuineroot	1P	mUrC,124	1
165852	1	murv	murv	root	1P		1
165853	1	mul	mul	root	0		1
165858	1	muz	muṣ	root	1P		
165859	1	muz	muṣ	genuineroot	9,1P,6P	muz,123	1
165966	1	mus	mus	root	4P		1
165997	1	must	must	root	10P		1
166006	1	muh	muh	genuineroot	4P,4Ā	muh,123	1
166164	1	mU	mū	root	1Ā		1
166323	1	mUl	mūl	root	1P,1Ā		1
166549	1	mUz	mūṣ	root	1P		1
166607	1	mf	mṛ	genuineroot	6Ā,6P,1P,1Ā	mf1,124	1
166787	1	mfkz	mṛkṣ	root	0		
166791	1	mfg	mṛg	genuineroot	4P,10Ā,10P		
167114	1	mfc	mṛc	root	10P,4P	mfc,125	
167120	1	mfC	mṛch	root	6Ā	mfC,125	
167121	1	mfj	mṛj	genuineroot	2P,2Ā,6P,6Ā,1P,1Ā,10	mfj,125	
167161	1	mfq	mṛḍ	genuineroot	6P,6Ā,9P,10	mfq,125	1
167184	1	mfR	mṛṇ	root	6P	mf2,124	1
167219	1	mfd	mṛd	genuineroot	9P,1P,1Ā	mfd,126	
167410	1	mfD	mṛdh	genuineroot	1P,1Ā,6P,6Ā	mfD,126	1
167423	1	mfS	mṛś	genuineroot	6P,6Ā	mfS,126	1
167430	1	mfz	mṛṣ	genuineroot	4P,4Ā,1P,1Ā,10	mfz,126	1
167454	1	mfz	mṛṣ	root	1P,1Ā		1
167459	1	mF	mṝ	root	9P	mf2,124	1
167462	1	me	me	root	1Ā,1P		1
167749	1	mew	meṭ	root	1P		1
167756	1	meq	meḍ	root	1P		1
167781	1	meT	meth	root	0		
167792	1	med	med	root	0		
167870	1	meD	medh	root	0		
167980	1	mep	mep	root	1P		1
167981	1	meb	meb	root	0		
168064	1	mev	mev	root	1Ā		1
168176	2	mEtrAya	maitrāya	root	0P		
168318	1	mokz	mokṣ	genuineroot	1Ā,10P,10Ā		1
168870	1	mnA	mnā	genuineroot	1P	mnA,127	1
168872	1	myakz	myakṣ	genuineroot	1P	myakz,127	
168873	1	mrakz	mrakṣ	genuineroot	1P,10	mfkz,124	1
168881	1	mrad	mrad	genuineroot	1Ā		
168890	1	mrit	mrit	root	4P	mrit,127	
168891	1	mruc	mruc	genuineroot	1P		1
168894	1	mruYc	mruñc	root	1P		1
168895	1	mrew	mreṭ	root	0		
168896	1	mreq	mreḍ	root	1P	mreq,128	1
168898	1	mlakz	mlakṣ	root	10P		1
168901	1	mluc	mluc	genuineroot	1P	mruc,128	1
168903	1	mluYc	mluñc	root	1P		1
168904	1	mlup	mlup	root			
168905	1	mleC	mlech	genuineroot	1P,10P	mleC,128	1
168936	1	mlew	mleṭ	root	1P		1
168937	1	mlev	mlev	root	1Ā		1
168938	1	mlE	mlai	genuineroot	1P	mlA,128	1
169014	1	yakz	yakṣ	root	1P,1Ā,10Ā	yakz,128	1
169114	1	yaj	yaj	genuineroot	1P,1Ā	yaj,129	1
169552	1	yat	yat	genuineroot	1Ā,1P,10Ā,10P	yat,129	1
170247	1	yantr	yantr	root	10P,1P		1
170253	1	yaB	yabh	genuineroot	1P,1Ā	yaB,129	1
170258	1	yam	yam	genuineroot	1P,1Ā	yam,130	1
171002	1	yas	yas	genuineroot	4P	yas,130	1
171018	1	yA	yā	genuineroot	2P	yA,131	1
171236	1	yAc	yāc	genuineroot	1P,1Ā	yAc,131	1
171383	1	yAd	yād	root	0Ā	yAd,131	
171682	1	yu	yu	genuineroot	3P,3Ā	yu2,132	
171694	1	yu	yu	genuineroot	2P,2Ā,6,9	yu1,131	1
171727	1	yuNg	yuṅg	root	1P		1
171730	1	yuC	yuch	root	1P		1
171731	1	yuj	yuj	genuineroot	7P,7Ā	yuj,132	1
172009	1	yut	yut	root	1Ā		1
172012	1	yuD	yudh	genuineroot	4Ā,4P,1P	yuD,133	1
172138	1	yunT	yunth	root			
172139	1	yup	yup	genuineroot	4P	yup,133	1
172309	1	yUz	yūṣ	root	1P		1
172319	1	yez	yeṣ	root	1P,1Ā	yas,130	1
172935	1	yOw	yauṭ	root	1P		1
172935.1	1	yOq	yauḍ	root			
173028	1	raMh	raṃh	genuineroot	1P,1Ā,10P	raMh,133	1
173043	1	rak	rak	root	10P		1
173050	1	rakz	rakṣ	genuineroot	1P,1Ā	rakz,134	1
173179	1	raK	rakh	root	1P		1
173180	1	rag	rag	root	1P,10P		1
173181	1	raG	ragh	root	0		
173260	1	raNK	raṅkh	root	1P		1
173261	1	raNg	raṅg	root	1P	raNg,134	1
173263	1	raNG	raṅgh	root	1Ā,10		1
173266	1	rac	rac	genuineroot	10P	rac,134	1
173342	1	raYj	rañj	genuineroot	1,4P,4Ā	raj2,134	1
174063	1	raw	raṭ	genuineroot	1P	raw,135	1
174066	2	rawarawAya	raṭaraṭāya	root	0Ā		
174071	1	raW	raṭh	root	1P		1
174075	1	raR	raṇ	genuineroot	1,4P	ran1,135	
174197	1	raR	raṇ	genuineroot	1P	ran2,136	1
174208	1	raR	raṇ	root	10P		1
174222	1	raRv	raṇv	root	1P	raRv,135	1
174789	1	rad	rad	genuineroot	1P,1Ā	rad,135	1
174809	1	raD	radh	genuineroot	4P	raD,135	1
174860	1	rap	rap	genuineroot	1P	rap,136	1
174863	1	rapS	rapś	genuineroot		rapS,136	
174867	1	raP	raph	genuineroot	1P	raP,136	1
174870	1	raB	rabh	genuineroot	1Ā	raB,136	1
174928	1	ram	ram	genuineroot	1Ā,1P	ram,137	1
175238	1	ramP	ramph	root	1P		1
175239	1	ramb	ramb	root	1Ā	ramb,137	
175240	1	ramb	ramb	root	1Ā,1P		1
175244	1	ramB	rambh	root	1Ā	ramB,137	1
175250	1	ray	ray	root	1Ā		1
175297	1	rarP	rarph	root	1P		1
175478	1	ras	ras	genuineroot	1P,1Ā	ras,137	1
175485	1	ras	ras	genuineroot	10P,10Ā		
175925	1	rah	rah	genuineroot	1P,10P	rah,138	1
176008	1	rA	rā	genuineroot	2P,2Ā	rA1,138	1
176087	1	rAK	rākh	root	1P		1
176194	1	rAG	rāgh	root	1Ā		1
176246	1	rAj	rāj	genuineroot	1P,1Ā	rAj,138	1
177153	1	rAD	rādh	genuineroot	5,4P	rAD,138	1
177749	1	rAS	rāś	root	0		
177844	1	rAs	rās	genuineroot	1Ā	rAs1,139	1
177944	1	ri	ri	root	0		
177953	1	riK	rikh	genuineroot	1P,6P	riK,139	1
177954	1	riNK	riṅkh	genuineroot	1P	riNK,139	1
177968	1	riNg	riṅg	genuineroot	1P	riNK,139	1
177975	1	ric	ric	genuineroot	7P,7Ā,1P,4Ā,10	ric,139	1
178029	1	rij	rij	root	1Ā		1
178034	1	riRv	riṇv	root	1P		1
178040	1	rip	rip	genuineroot		rip,140	
178088	1	riP	riph	genuineroot	6P	riP,140	1
178103	1	riB	ribh	genuineroot	1P,1Ā	riB,140	1
178117	1	rimP	rimph	root	6P		1
178119	1	rimb	rimb	root			
178131	1	riS	riś	genuineroot	6P	riS,140	1
178139	1	riz	riṣ	genuineroot	1,4P	riz,140	1
178173	1	rih	rih	genuineroot	6,2P,2Ā	rih,141	1
178179	1	rI	rī	genuineroot	9P,4P,4Ā	ri,139	1
178212	1	rIv	rīv	root	1P,1Ā		1
178213	1	ru	ru	genuineroot	2P	ru1,141	1
178231	1	ru	ru	genuineroot	1Ā	ru2,141	1
178234	1	ruMS	ruṃś	root	1,10P		1
178235	1	ruMz	ruṃṣ	root			
178244	1	ruc	ruc	genuineroot	1Ā,1P	ruc,141	1
178446	1	ruj	ruj	genuineroot	6P,10	ruj,142	1
178488	1	ruw	ruṭ	root	1Ā,10P		1
178489	1	ruW	ruṭh	genuineroot	1P,1Ā	ruW,142	1
178492	1	ruRw	ruṇṭ	root	1P		1
178493	1	ruRW	ruṇṭh	root	1P		1
178494	1	ruRq	ruṇḍ	root	0		
178506	1	rud	rud	genuineroot	2P	rud,142	1
178751	1	ruD	rudh	genuineroot	1P	ruD1,142	
178755	1	ruD	rudh	genuineroot	7P,7Ā	ruD2,143	1
178856	1	rup	rup	genuineroot	4P	rup,143	1
178902	1	ruS	ruś	genuineroot	6P		1
178916	1	ruz	ruṣ	genuineroot	1,4P,4,10	ruz,143	1
178960	1	ruh	ruh	genuineroot	1P	ruh,143	
179012	1	rUkz	rūkṣ	root	10P		1
179061	1	rUp	rūp	root	10P,10Ā		1
179276	1	rUz	rūṣ	genuineroot	1P,10P	rUz,144	1
179292	1	rek	rek	root	1Ā		1
179363	1	rej	rej	genuineroot	1P,1Ā	rej,144	1
179367	1	rew	reṭ	root	1P,1Ā		1
179371	1	req	reḍ	root	1Ā	req,144	
179467	1	rep	rep	root	1Ā		1
179482	1	rev	rev	root	0		1
179514	1	rez	reṣ	root	1Ā		1
179533	1	rE	rai	root	1P	rA2,138	1
179805	1	roq	roḍ	root	1P		1
180194	1	rOw	rauṭ	root	1P		1
180316	1	lak	lak	root	10P		1
180331	1	lakz	lakṣ	genuineroot	1Ā,1P,10P,10Ā	lakz,144	1
180702	1	laK	lakh	root	1P		1
180704	1	lag	lag	genuineroot	1P,10	lag,144	1
181104	1	laNK	laṅkh	root			1
181106	1	laNg	laṅg	root	1P		1
181121	1	laNG	laṅgh	genuineroot	1P,1Ā,10P	laNG,145	1
181150	1	laC	lach	root	1P		1
181152	1	laj	laj	root	6Ā		1
181154	1	laj	laj	root	1P		1
181155	1	laj	laj	root	10P		1
181156	1	lajj	lajj	genuineroot	6Ā	lajj,145	1
181192	1	laYj	lañj	root	1P		1
181193	1	laYj	lañj	root	10P		1
181202	1	law	laṭ	root	1P		1
181234	1	laq	laḍ	root	1P,10P	laq,145	1
181246	1	laRq	laṇḍ	root	10P		1
181338	1	lap	lap	genuineroot	1P	lap,145	1
181359	1	laB	labh	genuineroot	1Ā	laB,145	1
181467	1	lam	lam	root	0	lam,146	
181488	1	lamb	lamb	genuineroot	1Ā	lamb,146	1
181580	1	lamb	lamb	root	1Ā		1
181581	1	lamB	lambh	root	1Ā		1
181583	1	lay	lay	root	1Ā		1
181585	1	lard	lard	root	10P		
181586	1	larb	larb	root	1P		1
181587	1	lal	lal	genuineroot	1P,1Ā	lal,146	1
181980	1	laS	laś	root	10P		1
181985	1	laz	laṣ	genuineroot	1,4P,4Ā,10P	laz,146	1
181992	1	las	las	genuineroot	1P,10	las,147	1
182048	1	lahalahAya	lahalahāya	root			
182054	1	lA	lā	genuineroot	2P	lA,147	1
182095	1	lAK	lākh	root	1P		1
182098	1	lAG	lāgh	root	1Ā		1
182174	1	lAj	lāj	root	1P		1
182184	1	lAYC	lāñch	genuineroot	1P	lAYC,147	1
182191	1	lAYj	lāñj	root	1P		1
182220	1	lAq	lāḍ	root	10P		1
182248	1	lAB	lābh	root	10P		1
182337	1	liK	likh	genuineroot	6P,6Ā	liK,147	1
182475	1	liNK	liṅkh	root	1P		1
182476	1	liNg	liṅg	root	1P,10P		1
182615	1	lip	lip	genuineroot	6,1P,1Ā	lip,147	1
182704	1	liS	liś	genuineroot	4Ā,6P	liS,148	1
182726	1	lih	lih	genuineroot	2P,2Ā	lih,148	1
182753	1	lI	lī	genuineroot	9P,1P,4Ā,4P	lI1,148	1
182888	1	luYc	luñc	genuineroot	1P	luYc,149	1
182900	1	luYj	luñj	root	0		
182901	1	luw	luṭ	root	1Ā,10P		1
182902	1	luw	luṭ	genuineroot	1,4P,1Ā,10P		1
182907	1	luW	luṭh	genuineroot	1P,1Ā,10P	luW2,149	1
182908	1	luW	luṭh	genuineroot	6P	luW1,149	1
182922	1	luq	luḍ	genuineroot	1P,6P	luq,149	1
182926	1	luRw	luṇṭ	genuineroot	1P,10P		1
182935	1	luRW	luṇṭh	root	0		1
182948	1	luRq	luṇḍ	root			
182955	1	lunT	lunth	root	1P		1
182956	1	lup	lup	genuineroot	6P,6Ā,4P,4Ā	lup,149	1
183010	1	luB	lubh	genuineroot	6P,4P	luB,150	1
183054	1	lumb	lumb	root	1P,10P		1
183058	1	lul	lul	genuineroot	1P,1Ā	lul,150	1
183120	1	luz	luṣ	root	1P		1
183124	1	luh	luh	root	1P		1
183125	1	lU	lū	genuineroot	9P,9Ā	lU,150	1
183181	1	lUz	lūṣ	root	1P,10P		1
183198	1	lep	lep	root	1Ā		1
183225	1	lER	laiṇ	root	1P		1
183229	1	lok	lok	genuineroot	1Ā,10	lok,150	1
183561	1	loc	loc	genuineroot	1Ā,10P	loc,151	1
183604	1	low	loṭ	root	1P		1
183612	1	loq	loḍ	root	0		
183747	1	lozw	loṣṭ	root	1Ā		1
184086	1	lOq	lauḍ	root	1P		1
184149	1	lpI	lpī	root	9P		1
184152	1	lvI	lvī	root	9P		1
184344	1	vaMh	vaṃh	root			
184348	1	vak	vak	root	1Ā	vaYc,152	1
184508	1	vakk	vakk	root	1Ā		1
184521	1	vakz	vakṣ	genuineroot	1P	vakz,151	1
184556	1	vaK	vakh	root	1P		1
184576	1	vaNK	vaṅkh	root	1P		1
184580	1	vaNg	vaṅg	root	1P		1
184613	1	vaNG	vaṅgh	root	1Ā		1
184615	1	vac	vac	genuineroot	2P,3P,3Ā	vac,151	1
184793	1	vaj	vaj	root	1P,10P	vaj,152	1
185127	1	vaYc	vañc	genuineroot	1P,1Ā	vaYc,152	1
185175	1	vaw	vaṭ	root	1P,10P		1
185252	1	vaww	vaṭṭ	root	1P		
185255	1	vaW	vaṭh	root	1P		1
185298	1	vaqQ	vaḍḍh	root	1P		
185300	1	vaR	vaṇ	root	1P		1
185343	1	vaRw	vaṇṭ	genuineroot	1,10P	vaRw,152	1
185356	1	vaRW	vaṇṭh	root	1Ā		1
185370	1	vaRq	vaṇḍ	root	1Ā,10P		1
185375	1	vat	vat	root			
185521	1	vad	vad	genuineroot	1P,1Ā	vad,152	1
185579	1	vaD	vadh	genuineroot		vaD,153	1
185710	1	van	van	genuineroot	1P,8P,8Ā	van,153	1
186179	1	vand	vand	genuineroot	1Ā	vand,153	1
186277	1	vap	vap	genuineroot	1P,1Ā	vap2,154	
186291	1	vap	vap	genuineroot	1P,1Ā	vap1,154	1
186415	1	vaBr	vabhr	root	1P		1
186417	1	vam	vam	genuineroot	1P	vam,154	1
186460	1	vay	vay	root	1Ā,1P		1
187248	1	varc	varc	root	1Ā		1
187289	1	varR	varṇ	genuineroot	10P		1
187679	1	varD	vardh	genuineroot	10P		1
187798	1	varP	varph	root	1P		
188073	1	varh	varh	root	0		
188075	1	val	val	genuineroot	1Ā,1P	val,155	1
188173	1	valk	valk	root	10P		1
188205	1	valg	valg	genuineroot	1P,1Ā	valg,155	1
188244	1	valB	valbh	root	1Ā		1
188271	1	vall	vall	root	1P		1
188380	1	valh	valh	root	1Ā,10P	valh,155	1
188380.1	1	balh	balh	root	1Ā,10P		
188394	1	vaS	vaś	genuineroot	2P,1,3	vaS,155	1
188545	1	vaz	vaṣ	root	1P		1
188557	1	vazk	vaṣk	root	1Ā		1
188560	1	vas	vas	genuineroot	6P	vas1,155	
188997	1	vas	vas	genuineroot	10P		1
188998	1	vas	vas	genuineroot	2Ā	vas2,156	1
189096	1	vas	vas	genuineroot	1P,10P	vas3,156	1
189186	1	vas	vas	root	4P		1
189201	1	vask	vask	root	1Ā		1
189206	1	vast	vast	root	10Ā		1
189238	1	vah	vah	genuineroot	1P,1Ā	vah,157	1
189436	1	vA	vā	genuineroot	2P	vA1,157	1
189801	1	vANkz	vāṅkṣ	root	1P		1
190461	1	vAYC	vāñch	genuineroot	1P	vAYC,158	1
190529	1	vAq	vāḍ	root	0		
190607	1	vAt	vāt	root	10P		1
190802	1	vAD	vādh	root	0		
191295	3	vAyuputrAya	vāyuputrāya	root			
192244	1	vAvft	vāvṛt	root	4Ā		1
192249	1	vAS	vāś	genuineroot	4Ā	vAS,158	1
192285	1	vAs	vās	genuineroot	10P		1
192697	1	vAh	vāh	genuineroot	1Ā	vAh,158	1
194682	1	vic	vic	genuineroot	7P,7Ā,3	vic1,158	1
194915	1	vicCAy	vicchāy	root			
194955	1	viC	vich	root	10P		1
194956	1	vij	vij	genuineroot	6Ā,1P,3P,3Ā	vij,159	1
195337	1	viw	viṭ	root	1P		1
195395	1	viq	viḍ	root	1P		1
195444	1	viRw	viṇṭ	root	10P		1
195602	1	vitt	vitt	root	10P		1
195619	1	viT	vith	root	1Ā		1
195619.1	1	veT	veth	root	1Ā		
195626	1	vid	vid	genuineroot	2P	vid1,159	1
195939	1	vid	vid	genuineroot	6P,6Ā	vid2,159	1
196016	1	vid	vid	root	7Ā		1
196453	1	viD	vidh	root	6P	viD1,160	
196455	1	viD	vidh	root	6Ā		
196473	1	viD	vidh	root	1Ā		
197327	1	vind	vind	root	0P		
197339	1	vinD	vindh	root	0Ā	vinD,160	
197416	1	vip	vip	genuineroot	1Ā	vip,160	1
199553	1	vil	vil	root	6P,10P		1
200376	1	viS	viś	genuineroot	6P,6Ā	viS,160	1
201614	1	viz	viṣ	genuineroot	3P,1P,3	viz,161	1
201878	1	viz	viṣ	genuineroot	9P		1
202269	1	vizk	viṣk	root	10P		1
202319	1	vizw	viṣṭ	root			
202690	1	vis	vis	root	0		
203329	1	vI	vī	genuineroot	2P,2Ā	vI1,161	1
203453	1	vIj	vīj	genuineroot	1P,1Ā,10	vIj,162	1
203469	1	vIq	vīḍ	genuineroot	0P,0Ā	vIq,162	
203556	1	vIps	vīps	root	0P		
203561	1	vIB	vībh	root	0		
203564	1	vIr	vīr	root	10Ā,10P		1
203969	1	vuNg	vuṅg	root	0		
203972	1	vuRw	vuṇṭ	root	10P		1
203973	1	vunD	vundh	root	0		
203978	1	vf	vṛ	genuineroot	5,9,1P,1Ā	vf1,162	1
204040	1	vf	vṛ	genuineroot	5,9P,9Ā	vf2,163	1
204094	1	vfMh	vṛṃh	root	0		
204095	1	vfk	vṛk	root	1Ā		1
204178	1	vfkz	vṛkṣ	root	1Ā		1
204309	1	vfj	vṛj	genuineroot	1,7P,2Ā	vfj,163	1
204339	1	vfR	vṛṇ	root	8P,8Ā,6P		1
204340	1	vft	vṛt	genuineroot	1Ā	vft,164	1
204573	1	vfD	vṛdh	genuineroot	1Ā,1P,10	vfD,164	1
204827	1	vfS	vṛś	root	4P		1
204858	1	vfz	vṛṣ	genuineroot	1P,1Ā	vfz,165	1
205267	1	vfh	vṛh	root	0		
205270	1	vF	vṝ	root	0		1
205271	1	ve	ve	genuineroot	1P,1Ā	vA2,157	1
205298	1	vekz	vekṣ	root	10P		1
205421	1	vewy	veṭy	root	1P		
205425	1	veR	veṇ	root	0		1
206155	1	vedy	vedy	root			
206156	1	veD	vedh	root	1Ā		
206222	1	ven	ven	genuineroot	1P	ven,165	1
206235	1	vep	vep	root	0	vip,160	
206262	1	vel	vel	root	1P		1
206270	1	vel	vel	root	10P		1
206315	1	vell	vell	genuineroot	1P	vell,166	1
206348	1	vevI	vevī	root	2Ā		1
206478	1	vezw	veṣṭ	genuineroot	1Ā	vizw,161	1
206532	1	ves	ves	root	1P		1
206538	1	veh	veh	root	1Ā,1P		1
206538.1	1	beh	beh	root	1Ā,1P		
206543	1	vehl	vehl	root	1P		1
206544	1	vE	vai	genuineroot	1P,1Ā		1
208354	1	vyac	vyac	genuineroot	6P,3	vyac,166	1
208364	1	vyaj	vyaj	root			
208633	1	vyaT	vyath	genuineroot	1Ā	vyaT,166	1
208671	1	vyaD	vyadh	genuineroot	4P,4Ā	vyaD,166	1
208713	1	vyap	vyap	root	10P		1
208870	1	vyay	vyay	root	1P,1Ā,10P	vyay,167	1
208913	1	vyay	vyay	root	10P		1
210272	1	vyuz	vyuṣ	root	4P,10P		1
210345	1	vye	vye	genuineroot	1P,1Ā	vyA,167	1
210432	1	vraj	vraj	genuineroot	1P,10P	vraj,167	1
210509	1	vraR	vraṇ	root	1P	vran,167	1
210510	1	vraR	vraṇ	root	1P,10P		1
210707	1	vrad	vrad	root	0Ā	vrad,167	
210711	1	vraSc	vraśc	genuineroot	6P	vraSc,168	1
210761	1	vrAD	vrādh	root	0	vrAD,168	
210763	1	vrI	vrī	root	9P,4Ā		1
210765	1	vrIq	vrīḍ	genuineroot	1Ā,4P,10P	vrIq,168	1
210779	1	vrIs	vrīs	root	0		
210816	1	vruq	vruḍ	root	6P	vruq,168	1
210819	1	vrUs	vrūs	root	1,10P		1
210821	1	vlag	vlag	root			
210822	1	vlI	vlī	genuineroot	9P	vlI,168	1
210826	1	vlekz	vlekṣ	root	0		
210841	1	SaMs	śaṃs	genuineroot	1P,1Ā	SaMs,169	1
210897	1	Sak	śak	genuineroot	5P	Sak,169	1
211312	1	SakaSakAya	śakaśakāya	root	0P		
211426	1	SaNk	śaṅk	genuineroot	1Ā,1P	SaNk,170	1
211703	1	Sac	śac	root	1Ā		1
211725	1	SaYc	śañc	root	1Ā		
211726	1	Saw	śaṭ	root	1P,10Ā		1
211737	1	SaW	śaṭh	root	10Ā		1
211738	1	SaW	śaṭh	root	10P		1
211739	1	SaW	śaṭh	root	10P		1
211740	1	SaW	śaṭh	genuineroot	1P,10P		1
211769	1	SaR	śaṇ	root	1,10P		1
211801	1	SaRq	śaṇḍ	root	1Ā		1
212483	1	Sad	śad	genuineroot	1,6Ā,6P	Sad1,170;Sad2,170	1
212543	1	Sap	śap	genuineroot	1,4P,4Ā	Sap,170	1
212651	1	Sabd	śabd	genuineroot	10P		
212911	1	Sam	śam	genuineroot	4P,9	Sam1,171;Sam2,171;Sam3,171	1
213262	1	Samb	śamb	root	1P,10P		1
213806	1	SaraSarAya	śaraśarāya	root			
214005	1	Sarb	śarb	root	1P		1
214041	1	Sarv	śarv	root	1P		1
214062	1	Sal	śal	root	1Ā,1P,10Ā	Sal,171	1
214236	1	SalB	śalbh	root	1Ā		1
214243	1	Sav	śav	root	1P		1
214294	1	SaS	śaś	root	1P	SaS,171	1
214505	1	Saz	śaṣ	root	1P		1
214531	1	Sas	śas	genuineroot	1P	Sas,172	1
214945	1	SAK	śākh	root	1P		1
215105	1	SAq	śāḍ	root	1Ā		1
215256	1	SAn	śān	root	0Ā		1
215471	1	SAntv	śāntv	root	0		
215656	1	SAr	śār	root	0		1
215926	1	SAl	śāl	genuineroot	1Ā,1,10Ā		1
216290	1	SAs	śās	genuineroot	2P	SAs1,172	1
216481	1	Si	śi	genuineroot	3P,5P,5Ā	SA,172	1
216517	1	Sikz	śikṣ	genuineroot	1P,1Ā		1
216813	1	SiNK	śiṅkh	root	1P		1
216828	1	SiNG	śiṅgh	root	1P	SiNG,173	1
216845	1	SiYj	śiñj	genuineroot	2Ā,1,10Ā	SiYj,173	1
216864	1	Siw	śiṭ	root	1P		1
217043	1	Sim	śim	root	4P		
217055	1	SimiSimAya	śimiśimāya	root			
217236	1	SiriSirA	śiriśirā	root	0P		
217237	2	SiriSirAya	śiriśirāya	root	0Ā		
217253	1	Sil	śil	root	6P		1
217253.1	1	sil	sil	root	6P		
218103	1	Siz	śiṣ	root	1P		1
218104	1	Siz	śiṣ	genuineroot	7P,10	Siz,173	1
218170	1	SI	śī	genuineroot	2Ā,1	SI2,174	1
218176	1	SI	śī	root	4Ā	SI1,173	
218177	1	SIk	śīk	genuineroot	1Ā,10		1
218191	2	SIkAya	śīkāya	root	0P,0Ā		
218537	1	SIB	śībh	root	1Ā		1
218655	1	SIl	śīl	genuineroot	1P,10P		1
218725	2	SIlaya	śīlaya	root			
218744	1	Su	śu	root	1P		
218748	1	Suk	śuk	root	1P		1
219184	1	Suc	śuc	genuineroot	1P,4P,4Ā	Suc,174	1
219306	1	Suc	śuc	root	4P,4Ā	Suc,174	1
219307	1	Sucy	śucy	root	1P		1
219308	1	Suj	śuj	root	0	Suj,174	
219313	1	SuW	śuṭh	root	1P,10P		1
219320	1	SuRW	śuṇṭh	root	1P,10P		1
219331	1	SuRq	śuṇḍ	root	1P		1
219366	1	SuD	śudh	genuineroot	1P,1Ā,4P,4Ā	SuD,174	1
219556	1	Sun	śun	root	6P		1
219610	1	SunD	śundh	root	0		
219616	1	SuB	śubh	genuineroot	1Ā,6P,6Ā	SuB,175	1
219846	1	SumB	śumbh	root	1P		
219860	1	Sulk	śulk	root	10P		1
219883	1	Sulb	śulb	root	10P		1
219943	1	Suz	śuṣ	genuineroot	4P	Suz1,175	1
220027	1	Suz	śuṣ	genuineroot	6P		
220057	1	SU	śū	root			
220262	1	SUr	śūr	root	4Ā,10Ā		1
220341	1	SUrp	śūrp	root	10P		1
220376	1	SUl	śūl	root	1P,1Ā,4P,4Ā		1
220491	1	SUz	śūṣ	root	1P		1
220772	1	SfD	śṛdh	genuineroot	1P,1Ā	SfD,176	1
220783	1	SF	śṝ	genuineroot	9P,9Ā	Sf1,176	1
220836	1	Sel	śel	root	1P		1
220840	1	Sev	śev	root	1Ā		1
220965	1	SE	śai	root	0		
221333	1	So	śo	genuineroot	3P,3Ā,4P,4Ā		1
221433	1	SoR	śoṇ	root	1P		1
221763	1	SOw	śauṭ	root	1P		1
221773	1	SOq	śauḍ	root	0		
221941	1	Scand	ścand	root			
221943	1	Scam	ścam	root			
221944	1	Scar	ścar	root	0		
221945	1	Scut	ścut	genuineroot	1P	Scut,177	1
221952	1	Scyut	ścyut	root	0		
221953	1	SnaT	śnath	genuineroot	1P	SnaT,177	1
222029	1	SmIl	śmīl	root	1P		1
222309	1	SyE	śyai	genuineroot	1P,1Ā	SyA,177	1
222318	1	SraNk	śraṅk	root	1Ā		1
222319	1	SraNg	śraṅg	root	1P		1
222320	1	SraR	śraṇ	root	1P,10P	Sran,178	1
222382	1	SraT	śrath	genuineroot	9P,9Ā	SraT,177	1
222390	2	SraTAya	śrathāya	root	0		
222401	1	Sram	śram	genuineroot	4P	Sram,178	1
222476	1	SramB	śrambh	root	1Ā	SramB,178	1
222686	1	SrA	śrā	genuineroot	1,4P,2P	SrA,178	1
222815	1	SrAm	śrām	root	0		
222829	1	Sri	śri	genuineroot	1P,1Ā	Sri,179	1
222855	1	Sriz	śriṣ	root	1P		1
222857	1	SrI	śrī	genuineroot	9P,9Ā	SrI1,179	1
223391	1	SrIv	śrīv	root			
223393	1	Sru	śru	genuineroot	5P,5Ā	Sru,179	1
223678	1	Sruz	śruṣ	root			
223689	1	Srek	śrek	root			
223800	1	SrE	śrai	root	0		
223801	1	SroR	śroṇ	root	1P		1
223992	1	SlaNk	ślaṅk	root	1Ā		1
223993	1	SlaNg	ślaṅg	root	1P		1
223994	1	SlaT	ślath	genuineroot	1P	SraT,177	1
224010	1	SlAK	ślākh	root	1P		1
224011	1	SlAG	ślāgh	genuineroot	1Ā	SlAG,180	1
224041	1	Sliz	śliṣ	root	1P		1
224043	1	Sliz	śliṣ	genuineroot	4P,4Ā	Sliz,180	1
224150	1	Slok	ślok	root	1Ā		1
224184	1	SloR	śloṇ	root	1P		1
224188	1	SvaNk	śvaṅk	root	1Ā		1
224189	1	SvaNg	śvaṅg	root	1P		1
224190	1	Svac	śvac	root	1Ā	SvaYc,181	1
224191	1	Svaj	śvaj	root	1Ā		1
224192	1	SvaW	śvaṭh	root	10P		1
224193	1	SvaW	śvaṭh	root	10P		1
224344	1	SvaBr	śvabhr	root	10P		1
224357	1	Svart	śvart	root	0		1
224358	1	Sval	śval	root	1P		1
224359	1	Svalk	śvalk	root	10P		1
224360	1	Svall	śvall	root	0		
224373	1	Svas	śvas	genuineroot	2P	Svas,181	1
