L_id	headword	headword_slp1	root	root_slp1	root_via	root_class	root_canonical	prefixes	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	deriv_type	parse	context
208538	vyatibhū	vyatiBU	bhū	BU	parse	1P,1Ā	Y	vi ati							prefix+root	vi+ati+BU	vy-ati-√ BU ¦ Ā. -Bavate (3. sg. prec. -BavizIzwa, Pāṇ. vii, 3, 88, Sch.), to vie with any one (acc.), contend for prece
208544	vyatiyā	vyatiyA	yā	yA	parse	2P	Y	vi ati							prefix+root	vi+ati+yA	vy-ati-√ yA ¦ P. -yAti, to go completely through, penetrate, pervade, R.; to pass by, flow on (as time), Hariv.
208546	vyatiyu	vyatiyu	yu	yu	parse	3P,3Ā	Y	vi ati							prefix+root	vi+ati+yu	vy-ati-√ yu ¦ P. yOti (only 2. du. pr. -yutas), to unite mutually, mix together, mingle, Bhaṭṭ.
208547	vyatirā	vyatirA	rā	rA	parse	2P,2Ā	Y	vi ati							prefix+root	vi+ati+rA	vy-ati-√ rA ¦ Ā. -rAte, Siddh. (vyaty-are, Pāṇ. vi, 4, 64, Sch.)
208548	vyatiric	vyatiric	ric	ric	parse	7P,7Ā,1P,4Ā,10	Y	vi ati							prefix+root	vi+ati+ric	vy-ati-√ ric ¦ Pass. -ricyate, to reach far beyond, leave behind, surpass, excel (acc. or abl.), Hariv.; Ragh.; to be se
208572	vyatiruh	vyatiruh	ruh	ruh	parse	1P	Y	vi ati							prefix+root	vi+ati+ruh	vy-ati-√ ruh ¦ P. -rohati, to grow, MBh.; to attain to (another state acc.), ib.
208575	vyatilū	vyatilU	lū	lU	parse	9P,9Ā	Y	vi ati							prefix+root	vi+ati+lU	vy-ati-√ lU ¦ Ā. -lunIte (or P. -lunAti, if joined with itaretarasya, or anyo 'nyasya), to cut mutually, Pāṇ. i, 3, 14;
208576	vyativah	vyativah	vāh	vAh	parse	1Ā	Y	vi ati							prefix+root	vi+ati+vAh	vy-ati-√ vah ¦ Ā. -vahate, to bear mutually or reciprocally, Vop.
208579	vyativṛt	vyativft	vṛt	vft	parse	1Ā	Y	vi ati							prefix+root	vi+ati+vft	vy-ati-√ vft ¦ Ā. -vartate, to go over, pass through, R.; to escape, avoid, MBh.; to glide or pass away, elapse, ib.; R.
208580	vyativraj	vyativraj	vraj	vraj	parse	1P,10P	Y	vi ati							prefix+root	vi+ati+vraj	vy-ati-√ vraj ¦ P. -vrajati, to go past, Āpast.; to stride over, overstep, Pañcat. (v.l.)
208582	vyatiśī	vyatiSI	śī	SI	parse	2Ā,1	Y	vi ati							prefix+root	vi+ati+SI	vy-ati-√ SI ¦ Ā. -Sete, to extend or pass beyond, surpass, Kāṭh.
208583	vyatiśṝ	vyatiSF	śrī	SrI	parse	9P,9Ā	Y	vi ati							prefix+root	vi+ati+SrI	vy-ati-√ SF ¦ P. -SIryate (pr.p. -SIryat), to burst into many pieces, MBh.
208584	vyatiṣañj	vyatizaYj	sañj	saYj	parse	1P	Y	vi ati							prefix+root	vi+ati+saYj	vy-ati-zaYj ¦ (√ sanj) P. Ā. -zajati, ˚te, (P.) to join or unite in opposite places, connect mutually, intertwine, TBr.;
208597	vyatisaṃdah	vyatisaMdah	dah	dah	parse	1P,1Ā	Y	vi ati sam							prefix+root	vi+ati+sam+dah	vy-ati-saM-√ dah ¦ P. -dahati, to burn up entirely, ChUp.
208598	vyatisṛ	vyatisf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	vi ati							prefix+root	vi+ati+sf	vy-ati-√ sf ¦ only ind.p. -sftya, prob. ‘in each case’, ‘on every occasion’, MBh. xii, 4402 (gurum anu-sftya, Nīlak.) :
208599	vyatisṛp	vyatisfp	sṛp	sfp	parse	1P	Y	vi ati							prefix+root	vi+ati+sfp	vy-ati-√ sfp ¦ P. -sarpati (Pāṇ. i, 3, 15), to move to and fro, fly in every direction (as arrows), MBh.
208600	vyatisev	vyatisev	sev	sev	parse	1Ā	Y	vi ati							prefix+root	vi+ati+sev	vy-ati-√ sev ¦ Pass. -sevyate, to be well furnished or provided with (instr.), MBh. vii, 7297.
208601	vyatihan	vyatihan	han	han	parse	2P,2Ā,1	Y	vi ati							prefix+root	vi+ati+han	vy-ati-√ han ¦ P. -hanti, to strike back or in return, MBh.; Bhaṭṭ.; to strike each other, fight together, Pāṇ. i, 3, 15
208602	vyatihas	vyatihas	has	has	parse	1P	Y	vi ati							prefix+root	vi+ati+has	vy-ati-√ has ¦ P. -hasati, to laugh at each other, Pāṇ. i, 3, 15, Vārtt. 1, Pat.
208603	vyatihiṃs	vyatihiMs	hiṃs	hiMs	parse	1,7P,7Ā,10P	Y	vi ati							prefix+root	vi+ati+hiMs	vy-ati-√ hiMs ¦ P. -hiMsati, to hurt or injure each other, Pāṇ. i, 3, 15, Sch.
208604	vyatihṛ	vyatihf	hṛ	hf	parse	1P,1Ā	Y	vi ati							prefix+root	vi+ati+hf	vy-ati-√ hf ¦ Ā. -harate (Vop.), to transpose mutually, Gobh.
208608	vyatī	vyatI	i	i	parse	2P,2Ā	Y	vi ati							prefix+root	vi+ati+i	vy-atI ¦ (ati-√ i) P. -atyeti, to pass away, elapse, MBh.; R. &c.; to take an irregular course, PañcavBr.; to depart or
208623	vyatīhā	vyatIhA	īh	Ih	fr-root	1Ā,1P	Y								root-attribution		vy-atIhA ¦ f. (fr. vy-ati-√ Ih), Pāṇ. iii, 3, 43, Vārtt. 4.
208625	vyatyas	vyatyas	as	as	parse	2P,2Ā	Y	vi ati							prefix+root	vi+ati+as	vy-aty-√ as ¦ Ā. -ati-ste (1. sg. -ati-he, 2. sg. -ati-se, Pāṇ. vii, 4, 50; 52), to be above, excel, surpass, Bhaṭṭ.
208632	vyatyūh	vyatyUh	ūh	Uh	parse	1P,1Ā	Y	vi ati							prefix+root	vi+ati+Uh	vy-aty-√ Uh ¦ P. -Uhati, to place or arrange differently, Kāṭh.
208644	vyathā	vyaTA	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		vyaTA/ ¦ f. agitation, perturbation, alarm, uneasiness, pain, anguish, fear, MBh.; Kāv. &c. (vyaTAM-√ kf, either, ‘to ca
208668	vyad	vyad	ad	ad	parse	2P	Y	vi							prefix+root	vi+ad	vy-√ ad ¦ P. -atti, to bite through or on all sides, gnaw, nibble, eat, R.
208700	vyan	vyan	an	an	parse	2P	Y	vi an							compound	vi+an	vy-√ an ¦ P. -aniti, to respire, breathe, inhale and exhale, RV.; to draw in the breath through the whole body, ŚBr.
208706	vyanudhā	vyanuDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	vi anu							prefix+root	vi+anu+DA	vy-anu-√ DA ¦ (only 3. pl. pf. Ā. -Dire), to unfold, display, RV. i, 166, 10.
208707	vyanunad	vyanunad	nad	nad	parse	1P	Y	vi anu							prefix+root	vi+anu+nad	vy-anu-√ nad ¦ Caus. -nAdayati, to cause to resound, fill with noise or cries, Bhag.
208709	vyanusṛ	vyanusf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	vi anu							prefix+root	vi+anu+sf	vy-anu-√ sf ¦ P. -sarati, to roam or wander through (acc.), MBh.; to pervade, Suśr.
208711	vyanvārabh	vyanvAraB	rabh	raB	parse	1Ā	Y	vi anu ā							prefix+root	vi+anu+A+raB	vy-anv-A-√ raB ¦ Ā. -raBate, to lay hold of or touch on both sides, AitBr.
208714	vyapakṛṣ	vyapakfz	kṛṣ	kfz	parse	1P,1Ā,6P,6Ā	Y	vi apa							prefix+root	vi+apa+kfz	vy-apa-√ kfz ¦ P. -karzati, to draw or drag away or off, MBh.; R.; to lead astray, seduce, MBh.; to take off (as clothes
208717	vyapakram	vyapakram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	vi apa							prefix+root	vi+apa+kram	vy-apa-√ kram ¦ P. -krAmati, to go off retire, depart, R.
208718	vyapagam	vyapagam	gam	gam	parse	1P,2P,3P,1Ā	Y	vi apa							prefix+root	vi+apa+gam	vy-apa-√ gam ¦ P. -gacCati, to go away, retreat, escape, disappear, MBh.; Kāv. &c.; to move away from, be entirely remov
208726	vyapatrap	vyapatrap	trap	trap	parse	1	Y	vi apa							prefix+root	vi+apa+trap	vy-apa-√ trap ¦ Ā. -trapate (rarely ˚ti), to turn away through shame, become shy or timid, MBh.; R.
208729	vyapadiś	vyapadiS	diś	diS	parse	3P,6	Y	vi apa							prefix+root	vi+apa+diS	vy-apa-√ diS ¦ P. -diSati, to point out, indicate, intend, mean, designate, name, mention, MBh.; Kāv. &c. (often Pass. -
208752	vyapadṛś	vyapadfS	dṛś	dfS	parse	0P,0Ā	Y	vi apa							prefix+root	vi+apa+dfS	vy-apa-√ dfS ¦ Pass. -dfSyate, to be clearly seen, be distinctly visible, MBh.
208753	vyapanaś	vyapanaS	naś	naS	parse	1P,1Ā	Y	vi apa							prefix+root	vi+apa+naS	vy-apa-√ naS ¦ Caus. -nASayati to cause to disappear or perish, drive away, remove, MBh.
208754	vyapanī	vyapanI	nī	nI	parse	1P,1Ā	Y	vi apa							prefix+root	vi+apa+nI	vy-apa-√ nI ¦ P. -nayati (inf. -netum, or -nayitum), to lead or take away, MBh.; R.; to drive away, remove, banish, ib.
208759	vyapanud	vyapanud	nud	nud	parse	6P,6Ā	Y	vi apa							prefix+root	vi+apa+nud	vy-apa-√ nud ¦ P. -nudati, to drive away, remove, MBh.
208761	vyapamuc	vyapamuc	muc	muc	parse	1Ā	Y	vi apa							prefix+root	vi+apa+muc	vy-apa-√ muc ¦ P. -muYcati, to loosen, take off, R.
208762	vyapayā	vyapayA	yā	yA	parse	2P	Y	vi apa							prefix+root	vi+apa+yA	vy-apa-√ yA ¦ P. -yAti, to go away, retire, withdraw, MBh.; Hariv.; to pass away, vanish, R.
208764	vyaparudh	vyaparuD	rudh	ruD	parse	1P	Y	vi apa							prefix+root	vi+apa+ruD	vy-apa-√ ruD ¦ (only 2. sg. Intens. -roruDaH), to exclude from sovereignty, dethrone, R. (B.)
208765	vyaparuh	vyaparuh	ruh	ruh	parse	1P	Y	vi apa							prefix+root	vi+apa+ruh	vy-apa-√ ruh ¦ Caus. -ropayati, to lay aside, remove, take off, R.; to deprive of, expel from (instr. or abl.), MBh.; to
208769	vyapavah	vyapavah	vah	vah	parse	1P,1Ā	Y	apa							prefix+root	vy+apa+vah	vy-apa-vah ¦ See vy-apoh.
208777	vyapavṛt	vyapavft	vṛt	vft	parse	1Ā	Y	vi apa							prefix+root	vi+apa+vft	vy-apa-√ vft ¦ Ā. -vartate, to turn away, desist from (abl.), Uttarar.
208778	vyapasaṃsṛ	vyapasaMsf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	vi apa sam							prefix+root	vi+apa+sam+sf	vy-apa-saM-√ sf ¦ (only ind.p. -sftya), to go through (a series of existences), Divyāv.
208779	vyapasṛ	vyapasf	sṛ	sf	parse	1,3P,3Ā,10P,10Ā	Y	vi apa							prefix+root	vi+apa+sf	vy-apa-√ sf ¦ P. -sarati, to go asunder or in different directions, MBh.; to depart from (abl.), Sarasv.
208781	vyapasṛj	vyapasfj	sṛj	sfj	parse	6P,6Ā	Y	vi apa							prefix+root	vi+apa+sfj	vy-apa-√ sfj ¦ P. -sfjati, to hurl, cast, discharge (arrows &c.), MBh.; to take off, relinquish (a garment), ib.
208782	vyapasṛp	vyapasfp	sṛp	sfp	parse	1P	Y	vi apa							prefix+root	vi+apa+sfp	vy-apa-√ sfp ¦ P. -sarpati, to go or creep or run away, escape, MBh.
208783	vyapasphur	vyapasPur	sphur	sPur	parse	6P	Y	vi apa							prefix+root	vi+apa+sPur	vy-apa-√ sPur ¦ Ā. -sPurate, to break (intr.) or burst asunder, KātyŚr., Sch.
208785	vyapahan	vyapahan	han	han	parse	2P,2Ā,1	Y	vi apa							prefix+root	vi+apa+han	vy-apa-√ han ¦ P. -hanti, to strike off, R. (B.); to keep off, prevent, Sāh.
208786	vyapahā	vyapahA	hā	hA	parse	3Ā	Y	vi apa							prefix+root	vi+apa+hA	vy-apa-√ hA ¦ (only ind.p. -hAya), to relinquish, abandon, Hariv.
208787	vyapahṛ	vyapahf	hṛ	hf	parse	1P,1Ā	Y	vi apa							prefix+root	vi+apa+hf	vy-apa-√ hf ¦ P. Ā. -harati, ˚te, to cut off, MBh.; to take away, remove, destroy, Rājat.
208790	vyapākṛṣ	vyapAkfz	kṛṣ	kfz	parse	1P,1Ā,6P,6Ā	Y	vi apa ā							prefix+root	vi+apa+A+kfz	vy-apA-√ kfz ¦ (only inf. -krazwum), to drag or draw away, tear off, MBh.
208791	vyapānud	vyapAnud	nud	nud	parse	6P,6Ā	Y	vi apa ā							prefix+root	vi+apa+A+nud	vy-apA-√ nud ¦ (apA m.c. for apa) P. -nudati, to drive away, remove, MBh.
208792	vyapāśri	vyapASri	śri	Sri	parse	1P,1Ā	Y	vi apa ā							prefix+root	vi+apa+A+Sri	vy-apA-√ Sri ¦ P. Ā. -Srayati, ˚te, to go to for refuge, have recourse to (acc.), MBh.; to adhere to any doctrine, confe
208799	vyapāhṛ	vyapAhf	hṛ	hf	parse	1P,1Ā	Y	vi apa ā							prefix+root	vi+apa+A+hf	vy-apA-√ hf ¦ P. -harati, to withdraw from (abl.), MBh.
208800	vyape	vyape	i	i	parse	2P,2Ā	Y	vi apa							prefix+root	vi+apa+i	vy-ape ¦ (-apa- √ 5. i) P. -apEti, to go apart or asunder, separate, MBh.; to cease, disappear, Mn.; Prab.
208812	vyapekṣ	vyapekz	īkṣ	Ikz	parse	1Ā	Y	vi apa							prefix+root	vi+apa+Ikz	vy-apekz ¦ (-apa-√ Ikz) Ā. -apezate, to look about, look for, regard, mind, pay regard or attention to (acc.), R.; Ragh.
208828	vyapoh	vyapoh	ūh	Uh	parse	1P,1Ā	Y	vi apa							prefix+root	vi+apa+Uh	vy-apoh ¦ (-apa- √ 1. Uh) P. -apohati (ep. also ˚te), to drive away, keep off, remove, destroy, TUp.; Mn.; MBh. &c.; to
208840	vyabhicar	vyaBicar	car	car	parse	1Ā,1P	Y	vi abhi							prefix+root	vi+aBi+car	vy-aBi-√ car ¦ P. Ā. -carati, to act in an unfriendly way towards (acc. or gen.), sin against, offend, injure, MBh. : Ka
208910	vyayīkṛ	vyayIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vyayI+kf	vyayI—√ kf ¦ P. Ā. -karoti, -kurute, to waste, expend, Kathās.
208915	vyarṇa	vyarRa	ard	ard	fr-root	6P,1P,7	Y								root-attribution		1. 2. vy-arRa. ¦ See ib. and below under vy-√ ard.
208922	vyarthatā	vyarTatA	yā	yA	fr-root	2P	Y								root-attribution		vy-arTa—tA ¦ f. uselessness (˚tAM-√ yA, or √ gam, to become useless), Pañcat.; Kusum.
208929	vyarthīkṛ	vyarTIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vy+arTI+kf	vy-ar˚TI-√ kf ¦ P. -karoti, to make useless or superfluous, Prab.; Kād.
208929	vyarthībhū	vyarTIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	vy+arTI+BU	vy-ar˚TI-√ BU ¦ P. -Bavati, to become useless, Naiṣ.; Kād.
208933	vyard	vyard	ard	ard	parse	6P,1P,7	Y	vi							prefix+root	vi+ard	vy-√ ard ¦ P. -ardati, to flow away, ŚBr.; to oppress, harass, pain (see a-vyarRa) : Caus. -ardayati, to cause to be sca
208942	vyavakṛṣ	vyavakfz	kṛṣ	kfz	parse	1P,1Ā,6P,6Ā	Y	vi ava							prefix+root	vi+ava+kfz	vy-ava-√ kfz ¦ P. -karzati, to draw or tear away, alienate, MBh. (v.l. vy-apa-k˚).
208943	vyavakṝ	vyavakF	kṝ	kF	parse	6P,6Ā	Y	vi ava							prefix+root	vi+ava+kF	vy-ava-√ kF ¦ P. -kirati, to scatter or pour down or on or about, BhP.
208948	vyavagam	vyavagam	gam	gam	parse	1P,2P,3P,1Ā	Y	vi ava							prefix+root	vi+ava+gam	vy-ava-√ gam ¦ Ā. -gacCate, to go apart, separate, Kāṭh.
208949	vyavagāh	vyavagAh	gāh	gAh	parse	1Ā,1P	Y	vi ava							prefix+root	vi+ava+gAh	vy-ava-√ gAh ¦ Ā. -gAhate (rarely ˚ti), to dive or plunge into, penetrate, MBh.; to set in, begin (as night), ib.
208953	vyavacchid	vyavacCid	chid	Cid	parse	7,9Ā	Y	vi ava							prefix+root	vi+ava+Cid	vy-ava-cCid ¦ (√ Cid) P. -cCinatti, to cut off, separate, ŚBr.; MBh. &c.; to tear asunder, open, sunder, R.; BhP.; to li
208958	vyavatiṣṭhamāna	vyavatizWamAna	sthā	sTA	fr-root	1P,1Ā	Y								root-attribution		vy-ava-tizWamAna ¦ See vyava-√ sTA.
208959	vyavadā	vyavadA	dā	dA	parse	3Ā,1Ā	Y	vi ava							prefix+root	vi+ava+dA	vy-ava-√ dA (or do; only ind.p. -dAya), ¦ to cut in two, divide, Kauś.
208961	vyavadai	vyavadE	dai	dE	parse	1P	Y	vi ava							prefix+root	vi+ava+dE	vy-ava-√ dE ¦ Pass. -dAyate (p. -dAyamAna), to be clearly diffused, Daś.
208963	vyavadru	vyavadru	dru	dru	parse	5P	Y	vi ava							prefix+root	vi+ava+dru	vy-ava-√ dru ¦ P. -dravati, to run away, Kāṭh.
208964	vyavadhā	vyavaDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	vi ava							prefix+root	vi+ava+DA	vy-ava-√ DA ¦ P. Ā. -daDAti, -dkatte, to place apart or asunder, ŚāṅkhBr.; to put or place between, interpose, Ragh.; to
208990	vyavadhāv	vyavaDAv	dhāv	DAv	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+DAv	vy-ava-√ DAv ¦ P. -DAvati, to run in different directions, separate, R. ; to run away, flee from (abl.), MBh.
208991	vyavadhū	vyavaDU	dhū	DU	parse	5P,5Ā,6P,9P,9Ā,1P,2Ā	Y	vi ava							prefix+root	vi+ava+DU	vy-ava-√ DU ¦ P. Ā. -DUnoti, ˚nute, to shake off, ward off, remove, Kāṭh.; Hariv.; R.; to shake about, treat roughly or
208992	vyavadhṛ	vyavaDf	dhṛ	Df	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+Df	vy-ava-√ Df ¦ P. -DArayati, to fix, settle, establish, ĀpŚr.
208995	vyavanī	vyavanI	nī	nI	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+nI	vy-ava-√ nI ¦ (only ind.p. -nIya), to pour in separately, ŚBr.
208996	vyavapad	vyavapad	pad	pad	parse	1P	Y	vi ava							prefix+root	vi+ava+pad	vy-ava-√ pad ¦ Ā. -padyate, to fall down or asunder, ŚBr.
208997	vyavabhakṣ	vyavaBakz	bhakṣ	Bakz	parse	10P,10Ā,1P,1Ā	Y	vi ava							prefix+root	vi+ava+Bakz	vy-ava-√ Bakz ¦ P. -Bakzayati, to swallow down or eat (in the interval of certain religious rites), PañcavBr.
208998	vyavabhās	vyavaBAs	bhās	BAs	parse	1Ā,1P	Y	vi ava							prefix+root	vi+ava+BAs	vy-ava-√ BAs ¦ Caus. -BAsayati, to cause to shine out brightly, to illuminate beautifully, Kathās.
209000	vyavamuc	vyavamuc	muc	muc	parse	1Ā	Y	vi ava							prefix+root	vi+ava+muc	vy-ava-√ muc ¦ (only ind.p. -mucya), to unloose, unfasten, take off, R.
209001	vyavaruh	vyavaruh	ruh	ruh	parse	1P	Y	vi ava							prefix+root	vi+ava+ruh	vy-ava-√ ruh ¦ P. Ā. -rohati, ˚te, to ascend, mount, get upon (acc.), MBh. : Caus. -ropayati (Pass. -ropyate; p.p. -ropi
209003	vyavalī	vyavalI	lī	lI	parse	9P,1P,4Ā,4P	Y	vi ava							prefix+root	vi+ava+lI	vy-ava-√ lI ¦ Ā. -lIyate, to recline, lie or cower down, MBh.; Hariv.
209006	vyavavad	vyavavad	vad	vad	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+vad	vy-ava-√ vad ¦ P. Ā. -vadati, ˚te, to speak ill of, decry, PañcavBr.; to begin to speak, break silence, ChUp. (Śaṃk.)
209008	vyavavid	vyavavid	vid	vid	parse	2P	Y	vi ava							prefix+root	vi+ava+vid	vy-ava-√ vid ¦ P. -vetti, to discern, discriminate, ŚBr.
209009	vyavavlī	vyavavlI	vlī	vlI	parse	9P	Y	vi ava							prefix+root	vi+ava+vlI	vy-ava-√ vlI ¦ P. -vlinAti, to sink down, collapse, MaitrS.
209010	vyavaśad	vyavaSad	śad	Sad	parse	1,6Ā,6P	Y	vi ava							prefix+root	vi+ava+Sad	vy-ava-√ Sad ¦ (only pf. -SaSAda, -SeduH), to fall off or down, ŚBr.
209012	vyavaścut	vyavaScut	ścut	Scut	parse	1P	Y	vi ava							prefix+root	vi+ava+Scut	vy-ava-√ Scut ¦ P. -Scotati, to ooze, drip off, ŚBr.
209013	vyavasad	vyavasad	sad	sad	parse	1,6P	Y	vi ava							prefix+root	vi+ava+sad	vy-ava-√ sad ¦ P. -sIdati, to sit down, sink or fall down, MBh.; to pine or waste away, perish, ib.
209015	vyavasṛj	vyavasfj	sṛj	sfj	parse	6P,6Ā	Y	vi ava							prefix+root	vi+ava+sfj	vy-ava-√ sfj ¦ P. Ā. -sfjati, ˚te, to throw, cast, hurl upon (gen.), MBh.; to put or lay down, ib.; to dismiss, send awa
209019	vyavasṛp	vyavasfp	sṛp	sfp	parse	1P	Y	vi ava							prefix+root	vi+ava+sfp	vy-ava-√ sfp ¦ P. -sarpati, to creep or steal in AV.; TS.; Br.
209020	vyavaso	vyavaso	so	so	parse	4P	Y	vi ava							prefix+root	vi+ava+so	vy-ava-√ so ¦ P. -syati (ep. also -syate [with act. and pass. meaning]; 1. sg. pr. -sAmi; Pot. -seyam, -set; fut. -sizya
209022	vyavasāya	vyavasAya	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ settled determination, resolve, purpose, intention to (loc., acc. with prati, or comp.; ˚yam√ kf to make up one's mind
209053	vyavastubh	vyavastuB	stubh	stuB	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+stuB	vy-ava-√ stuB ¦ P. -stoBati, to interpose certain sounds or interjections in chanting the Sāma-veda, Lāṭy.
209053	vyavastṛ	vyavastf	stṛ	stf	fr-root	5,9P,9Ā,5P,5Ā	Y								root-attribution		vy-ava-√ stf ¦ to spread out below, ĀpGṛ.
209054	vyavasthā	vyavasTA	sthā	sTA	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+sTA	vy-ava-√ sTA ¦ Ā. -tizWate, to go apart, separate from (abl.), ŚāṅkhŚr.; to differ respectively, Śaṃk.; to halt, stop, s
209108	vyavasraṃs	vyavasraMs	sraṃs	sraMs	parse	1Ā	Y	vi ava							prefix+root	vi+ava+sraMs	vy-ava-√ sraMs ¦ Ā. -sraMsate, to fall asunder, TBr.
209110	vyavasru	vyavasru	sru	sru	parse	1P	Y	vi ava							prefix+root	vi+ava+sru	vy-ava-√ sru ¦ P. -sravati, to flow or trickle asunder, dissolve, fail, come to nothing, MaitrS. : Caus. -srAvayati, to
209113	vyavahita	vyavahita	dhā	DA	fr-root	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y								root-attribution		vy-avahita ¦ See vy-ava-√ DA.
209114	vyavahṛ	vyavahf	hṛ	hf	parse	1P,1Ā	Y	vi ava							prefix+root	vi+ava+hf	vy-ava-√ hf ¦ P. Ā. -harati, ˚te, to transpose, exchange, Nir.; to have intercourse with (instr. or loc.), GṛS.; BhP.; t
209240	vyave	vyave	i	i	parse	2P,2Ā	Y	vi ava							prefix+root	vi+ava+i	vy-ave ¦ (-ava-√ i) P. -avOti, to go or pass between, separate, ŚBr.; Kauś.;  (in gram.) to resolve or separate by inser
209256	vyaś	vyaS	aś	aS	parse	0Ā,0P	Y	vi							prefix+root	vi+aS	vy-√ aS ¦ P. Ā. -aSnoti, -aSnute, to reach, attain, Bhaṭṭ.; to obtain, take possession of RV.; AV.; ŚBr.; ĀśvŚr.; to fal
209263	vyaś	vyaS	aś	aS	parse	0Ā,0P	Y	vi							prefix+root	vi+aS	vy-√ aS ¦ P. Ā. -aSnAti, -aSnIte, to eat up, consume by eating, RV.; AV.
209268	vyas	vyas	as	as	parse	2P,2Ā	Y	vi							prefix+root	vi+as	vy-√ 2. as ¦ as P. -asyati (ep. pf. vivyAsa as if fr. a √ vyas), to throw or cast asunder or about or away, throw (effor
209312	vyasanīkṛ	vyasanIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vyasanI+kf	vyasanI-√ kf ¦ P. -karoti, to consider or characterize as a vice, Jātakam.
209336	vyastāra	vyastAra	ṛ	f	fr-root	1,3,5P,5Ā	Y								root-attribution		vyastAra ¦ m. (said to be fr. vyasta + Ara fr. √ 4. f; but rather formed in analogy to vi-stAra, fr. √ stf) the issue of
209405	vyah	vyah	ah	ah	parse		Y	vi							prefix+root	vi+ah	vy-√ ah ¦ (only 3. pl. pf. -AhuH), to explain, assign a reason, AitBr.
209406	vyākaraṇa	vyAkaraRa	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		vy-AkaraRa ¦ &c. See vy-A-√ kf.
209435	vyākulīkṛ	vyAkulIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	vyAkulI+kf	vyAkulI—√ kf ¦ P. -karoti, to confound, perplex, bewilder, Kāv.; Kathās.
209439	vyākulībhū	vyAkulIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	vyAkulI+BU	vyAkulI—√ BU ¦ P. -Bavati, to become perplexed or bewildered, Pañcat.
209443	vyākṛ	vyAkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	vi ā							prefix+root	vi+A+kf	vy-A-√ kf ¦ P. Ā. -karoti, -kurute, to undo, sever, divide, separate from (instr.), RV.; AV.; VS.; ŚBr.; to expound, exp
209471	vyākṛṣ	vyAkfz	kṛṣ	kfz	parse	1P,1Ā,6P,6Ā	Y	vi ā							prefix+root	vi+A+kfz	vy-A-√ kfz ¦ P. -karzati, to drag apart, separate, remove, alienate, Prab.
209480	vyākośīkṛ	vyAkoSIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	ā							prefix+root	vy+A+koSI+kf	vy-A-ko˚SI-√ kf ¦ P. -karoti to open (the hand), Gobh., Sch.
209481	vyākruś	vyAkruS	kruś	kruS	parse	1P,1Ā	Y	vi ā							prefix+root	vi+A+kruS	vy-A-√ kruS ¦ P. -kroSati, to cry out aloud, complain, lament, R.
209485	vyākṣip	vyAkzip	kṣip	kzip	parse	6P,6Ā,4P,4Ā	Y	vi ā							prefix+root	vi+A+kzip	vy-A-√ kzip ¦ P. Ā. -kzipati, ˚te, to stretch out (the hand &c.), MBh.; to shoot off (an arrow), ib.; to carry away, cap
209495	vyākhyā	vyAKyA	khyā	KyA	parse	2P,2Ā	Y	vi ā							prefix+root	vi+A+KyA	vy-A-√ KyA ¦ P. -KyAti, to explain in detail, tell in full, discuss, ŚBr.; ŚrS.; to relate, communicate, MBh.; Bhaṭṭ.; t
209540	vyāghuṭ	vyAGuw	ghuṭ	Guw	parse	6P,1Ā	Y	vi ā							prefix+root	vi+A+Guw	vy-A-√ Guw ¦ (only ind.p. -Guwya), to turn back, return, Pañcat.
